,loss,binary_accuracy,val_loss,val_binary_accuracy
0,0.6949118971824646,0.5144104957580566,0.6759858131408691,0.5916084051132202
1,0.6855382919311523,0.5502183437347412,0.6526647210121155,0.6398601531982422
2,0.6804795861244202,0.5624454021453857,0.6887627243995667,0.5538461804389954
3,0.6722878217697144,0.5895196795463562,0.6111375689506531,0.6944056153297424
4,0.6716814637184143,0.5930131077766418,0.6432799100875854,0.6202797293663025
5,0.6704263091087341,0.5951964855194092,0.6564595699310303,0.6034964919090271
6,0.6672218441963196,0.5978165864944458,0.6680261492729187,0.5867133140563965
7,0.6607986688613892,0.6061135530471802,0.6562840342521667,0.6062936782836914
8,0.6624621748924255,0.6065502166748047,0.6564300060272217,0.6055943965911865
9,0.662260890007019,0.6008733510971069,0.6302244067192078,0.641258716583252
10,0.6590831279754639,0.6082969307899475,0.6468281149864197,0.6167832016944885
11,0.6556592583656311,0.6131004095077515,0.6718615889549255,0.5755244493484497
12,0.6539183259010315,0.6170305609703064,0.6188963055610657,0.6678321957588196
13,0.6548565030097961,0.6222707629203796,0.6418400406837463,0.6195804476737976
